date,dc_id,sku_id,idx,leadtime
2019/1/23,DC013,SKU008,DC013_SKU008,2
2019/1/23,DC013,SKU009,DC013_SKU009,1
2019/1/23,DC013,SKU048,DC013_SKU048,2
2019/1/23,DC013,SKU050,DC013_SKU050,3
2019/1/23,DC013,SKU053,DC013_SKU053,1
2019/1/23,DC013,SKU056,DC013_SKU056,4
2019/1/23,DC013,SKU057,DC013_SKU057,3
2019/1/23,DC013,SKU059,DC013_SKU059,1
2019/1/23,DC013,SKU017,DC013_SKU017,1
2019/1/23,DC013,SKU019,DC013_SKU019,2
2019/1/23,DC013,SKU023,DC013_SKU023,4
2019/1/23,DC013,SKU024,DC013_SKU024,2
2019/1/23,DC013,SKU025,DC013_SKU025,5
2019/1/23,DC013,SKU026,DC013_SKU026,3
2019/1/23,DC013,SKU027,DC013_SKU027,4
2019/1/23,DC013,SKU030,DC013_SKU030,6
2019/1/23,DC013,SKU032,DC013_SKU032,3
2019/1/23,DC013,SKU033,DC013_SKU033,3
2019/1/23,DC013,SKU034,DC013_SKU034,2
2019/1/23,DC013,SKU038,DC013_SKU038,4
2019/1/23,DC013,SKU039,DC013_SKU039,3
2019/1/23,DC013,SKU040,DC013_SKU040,2
2019/1/23,DC013,SKU041,DC013_SKU041,1
2019/1/23,DC013,SKU042,DC013_SKU042,6
2019/1/23,DC014,SKU052,DC014_SKU052,1
2019/1/23,DC014,SKU060,DC014_SKU060,4
2019/1/23,DC014,SKU029,DC014_SKU029,4
2019/1/23,DC014,SKU045,DC014_SKU045,3
2019/1/23,DC014,SKU068,DC014_SKU068,1
2019/1/23,DC014,SKU069,DC014_SKU069,1
2019/1/23,DC014,SKU070,DC014_SKU070,7
2019/1/23,DC014,SKU011,DC014_SKU011,3
2019/1/23,DC014,SKU016,DC014_SKU016,3
2019/1/23,DC014,SKU046,DC014_SKU046,2
2019/1/23,DC014,SKU047,DC014_SKU047,1
2019/1/23,DC014,SKU062,DC014_SKU062,4
2019/1/23,DC014,SKU063,DC014_SKU063,2
2019/1/23,DC014,SKU002,DC014_SKU002,5
2019/1/23,DC014,SKU022,DC014_SKU022,3
2019/1/23,DC014,SKU015,DC014_SKU015,1
2019/1/23,DC014,SKU005,DC014_SKU005,2
2019/1/23,DC014,SKU006,DC014_SKU006,1
2019/1/23,DC014,SKU008,DC014_SKU008,2
2019/1/23,DC014,SKU009,DC014_SKU009,6
2019/1/23,DC014,SKU050,DC014_SKU050,3
2019/1/23,DC014,SKU053,DC014_SKU053,5
2019/1/23,DC014,SKU054,DC014_SKU054,2
2019/1/23,DC014,SKU055,DC014_SKU055,2
2019/1/23,DC014,SKU056,DC014_SKU056,2
2019/1/23,DC014,SKU057,DC014_SKU057,5
2019/1/23,DC014,SKU059,DC014_SKU059,2
2019/1/23,DC014,SKU017,DC014_SKU017,2
2019/1/23,DC014,SKU019,DC014_SKU019,3
2019/1/23,DC014,SKU023,DC014_SKU023,2
2019/1/23,DC014,SKU024,DC014_SKU024,2
2019/1/23,DC014,SKU025,DC014_SKU025,4
2019/1/23,DC014,SKU026,DC014_SKU026,3
2019/1/23,DC014,SKU027,DC014_SKU027,5
2019/1/23,DC014,SKU030,DC014_SKU030,3
2019/1/23,DC014,SKU032,DC014_SKU032,3
2019/1/23,DC014,SKU033,DC014_SKU033,1
2019/1/23,DC014,SKU034,DC014_SKU034,1
2019/1/23,DC014,SKU039,DC014_SKU039,3
2019/1/23,DC014,SKU040,DC014_SKU040,3
2019/1/23,DC014,SKU041,DC014_SKU041,2
2019/1/23,DC014,SKU042,DC014_SKU042,2
2019/1/23,DC015,SKU052,DC015_SKU052,4
2019/1/23,DC015,SKU060,DC015_SKU060,3
2019/1/23,DC015,SKU029,DC015_SKU029,6
2019/1/23,DC015,SKU045,DC015_SKU045,1
2019/1/23,DC015,SKU068,DC015_SKU068,4
2019/1/23,DC015,SKU069,DC015_SKU069,5
2019/1/23,DC015,SKU070,DC015_SKU070,2
2019/1/23,DC015,SKU071,DC015_SKU071,3
2019/1/23,DC015,SKU011,DC015_SKU011,3
2019/1/23,DC015,SKU013,DC015_SKU013,1
2019/1/23,DC015,SKU046,DC015_SKU046,2
2019/1/23,DC015,SKU047,DC015_SKU047,2
2019/1/23,DC015,SKU062,DC015_SKU062,1
2019/1/23,DC015,SKU063,DC015_SKU063,5
2019/1/23,DC015,SKU001,DC015_SKU001,2
2019/1/23,DC015,SKU002,DC015_SKU002,3
2019/1/23,DC015,SKU022,DC015_SKU022,1
2019/1/23,DC015,SKU031,DC015_SKU031,2
2019/1/23,DC015,SKU015,DC015_SKU015,5
2019/1/23,DC015,SKU005,DC015_SKU005,1
2019/1/23,DC015,SKU006,DC015_SKU006,4
2019/1/23,DC015,SKU008,DC015_SKU008,2
2019/1/23,DC015,SKU009,DC015_SKU009,5
2019/1/23,DC015,SKU048,DC015_SKU048,4
2019/1/23,DC015,SKU050,DC015_SKU050,1
2019/1/23,DC015,SKU053,DC015_SKU053,3
2019/1/23,DC015,SKU055,DC015_SKU055,4
2019/1/23,DC015,SKU056,DC015_SKU056,7
2019/1/23,DC015,SKU057,DC015_SKU057,4
2019/1/23,DC015,SKU059,DC015_SKU059,2
2019/1/23,DC015,SKU017,DC015_SKU017,2
2019/1/23,DC015,SKU019,DC015_SKU019,3
2019/1/23,DC015,SKU023,DC015_SKU023,2
2019/1/23,DC015,SKU024,DC015_SKU024,3
2019/1/23,DC015,SKU025,DC015_SKU025,8
2019/1/23,DC015,SKU026,DC015_SKU026,1
2019/1/23,DC015,SKU027,DC015_SKU027,2
2019/1/23,DC015,SKU030,DC015_SKU030,4
2019/1/23,DC015,SKU032,DC015_SKU032,2
2019/1/23,DC015,SKU033,DC015_SKU033,5
2019/1/23,DC015,SKU034,DC015_SKU034,6
2019/1/23,DC015,SKU038,DC015_SKU038,1
2019/1/23,DC015,SKU039,DC015_SKU039,4
2019/1/23,DC015,SKU040,DC015_SKU040,1
2019/1/23,DC015,SKU041,DC015_SKU041,3
2019/1/23,DC015,SKU042,DC015_SKU042,4
2019/1/23,DC016,SKU052,DC016_SKU052,6
2019/1/23,DC016,SKU060,DC016_SKU060,6
2019/1/23,DC016,SKU029,DC016_SKU029,2
2019/1/23,DC016,SKU045,DC016_SKU045,1
2019/1/23,DC016,SKU068,DC016_SKU068,2
2019/1/23,DC016,SKU069,DC016_SKU069,5
2019/1/23,DC016,SKU070,DC016_SKU070,8
2019/1/23,DC016,SKU071,DC016_SKU071,6
2019/1/23,DC016,SKU011,DC016_SKU011,3
2019/1/23,DC016,SKU016,DC016_SKU016,5
2019/1/23,DC016,SKU046,DC016_SKU046,2
2019/1/23,DC016,SKU047,DC016_SKU047,4
2019/1/23,DC016,SKU062,DC016_SKU062,5
2019/1/23,DC016,SKU063,DC016_SKU063,4
2019/1/23,DC016,SKU001,DC016_SKU001,1
2019/1/23,DC016,SKU002,DC016_SKU002,5
2019/1/23,DC016,SKU022,DC016_SKU022,2
2019/1/23,DC016,SKU015,DC016_SKU015,4
2019/1/23,DC016,SKU005,DC016_SKU005,4
2019/1/23,DC016,SKU006,DC016_SKU006,3
2019/1/23,DC016,SKU007,DC016_SKU007,3
2019/1/23,DC016,SKU008,DC016_SKU008,4
2019/1/23,DC016,SKU009,DC016_SKU009,3
2019/1/23,DC016,SKU048,DC016_SKU048,5
2019/1/23,DC016,SKU049,DC016_SKU049,1
2019/1/23,DC016,SKU050,DC016_SKU050,2
2019/1/23,DC016,SKU053,DC016_SKU053,4
2019/1/23,DC016,SKU054,DC016_SKU054,6
2019/1/23,DC016,SKU055,DC016_SKU055,3
2019/1/23,DC016,SKU056,DC016_SKU056,7
2019/1/23,DC016,SKU057,DC016_SKU057,4
2019/1/23,DC016,SKU059,DC016_SKU059,1
2019/1/23,DC016,SKU017,DC016_SKU017,4
2019/1/23,DC016,SKU019,DC016_SKU019,5
2019/1/23,DC016,SKU023,DC016_SKU023,4
2019/1/23,DC016,SKU024,DC016_SKU024,4
2019/1/23,DC016,SKU025,DC016_SKU025,4
2019/1/23,DC016,SKU026,DC016_SKU026,3
2019/1/23,DC016,SKU027,DC016_SKU027,5
2019/1/23,DC016,SKU030,DC016_SKU030,3
2019/1/23,DC016,SKU032,DC016_SKU032,3
2019/1/23,DC016,SKU033,DC016_SKU033,5
2019/1/23,DC016,SKU034,DC016_SKU034,3
2019/1/23,DC016,SKU038,DC016_SKU038,3
2019/1/23,DC016,SKU039,DC016_SKU039,3
2019/1/23,DC016,SKU041,DC016_SKU041,2
2019/1/23,DC016,SKU042,DC016_SKU042,1
2019/1/23,DC017,SKU052,DC017_SKU052,4
2019/1/23,DC017,SKU060,DC017_SKU060,2
2019/1/23,DC017,SKU029,DC017_SKU029,1
2019/1/23,DC017,SKU036,DC017_SKU036,2
2019/1/23,DC017,SKU045,DC017_SKU045,1
2019/1/23,DC017,SKU068,DC017_SKU068,4
2019/1/23,DC017,SKU069,DC017_SKU069,3
2019/1/23,DC017,SKU070,DC017_SKU070,3
2019/1/23,DC017,SKU071,DC017_SKU071,1
2019/1/23,DC017,SKU011,DC017_SKU011,3
2019/1/23,DC017,SKU016,DC017_SKU016,2
2019/1/23,DC017,SKU046,DC017_SKU046,3
2019/1/23,DC017,SKU047,DC017_SKU047,3
2019/1/23,DC017,SKU062,DC017_SKU062,1
2019/1/23,DC017,SKU063,DC017_SKU063,1
2019/1/23,DC017,SKU001,DC017_SKU001,3
2019/1/23,DC017,SKU002,DC017_SKU002,3
2019/1/23,DC017,SKU022,DC017_SKU022,2
2019/1/23,DC017,SKU015,DC017_SKU015,3
2019/1/23,DC017,SKU005,DC017_SKU005,2
2019/1/23,DC017,SKU006,DC017_SKU006,4
2019/1/23,DC017,SKU008,DC017_SKU008,2
2019/1/23,DC017,SKU048,DC017_SKU048,4
2019/1/23,DC017,SKU050,DC017_SKU050,4
2019/1/23,DC017,SKU053,DC017_SKU053,3
2019/1/23,DC017,SKU054,DC017_SKU054,3
2019/1/23,DC017,SKU055,DC017_SKU055,3
2019/1/23,DC017,SKU056,DC017_SKU056,5
2019/1/23,DC017,SKU057,DC017_SKU057,2
2019/1/23,DC017,SKU059,DC017_SKU059,2
2019/1/23,DC017,SKU017,DC017_SKU017,4
2019/1/23,DC017,SKU019,DC017_SKU019,2
2019/1/23,DC017,SKU023,DC017_SKU023,5
2019/1/23,DC017,SKU024,DC017_SKU024,4
2019/1/23,DC017,SKU025,DC017_SKU025,4
2019/1/23,DC017,SKU026,DC017_SKU026,5
2019/1/23,DC017,SKU027,DC017_SKU027,2
2019/1/23,DC017,SKU030,DC017_SKU030,2
2019/1/23,DC017,SKU032,DC017_SKU032,4
2019/1/23,DC017,SKU033,DC017_SKU033,3
2019/1/23,DC017,SKU034,DC017_SKU034,6
2019/1/23,DC017,SKU038,DC017_SKU038,2
2019/1/23,DC017,SKU039,DC017_SKU039,3
2019/1/23,DC017,SKU040,DC017_SKU040,2
2019/1/23,DC017,SKU041,DC017_SKU041,6
2019/1/23,DC017,SKU042,DC017_SKU042,1
2019/1/23,DC018,SKU052,DC018_SKU052,5
2019/1/23,DC018,SKU060,DC018_SKU060,4
2019/1/23,DC018,SKU029,DC018_SKU029,2
2019/1/23,DC018,SKU045,DC018_SKU045,3
2019/1/23,DC018,SKU068,DC018_SKU068,4
2019/1/23,DC018,SKU069,DC018_SKU069,1
2019/1/23,DC018,SKU070,DC018_SKU070,4
2019/1/23,DC018,SKU071,DC018_SKU071,2
2019/1/23,DC018,SKU011,DC018_SKU011,1
2019/1/23,DC018,SKU016,DC018_SKU016,4
2019/1/23,DC018,SKU046,DC018_SKU046,4
2019/1/23,DC018,SKU047,DC018_SKU047,4
2019/1/23,DC018,SKU062,DC018_SKU062,3
2019/1/23,DC018,SKU063,DC018_SKU063,7
2019/1/23,DC018,SKU001,DC018_SKU001,5
2019/1/23,DC018,SKU002,DC018_SKU002,5
2019/1/23,DC018,SKU022,DC018_SKU022,5
2019/1/23,DC018,SKU015,DC018_SKU015,4
2019/1/23,DC018,SKU005,DC018_SKU005,1
2019/1/23,DC018,SKU006,DC018_SKU006,4
2019/1/23,DC018,SKU008,DC018_SKU008,2
2019/1/23,DC018,SKU009,DC018_SKU009,1
2019/1/23,DC018,SKU048,DC018_SKU048,4
2019/1/23,DC018,SKU049,DC018_SKU049,6
2019/1/23,DC018,SKU050,DC018_SKU050,1
2019/1/23,DC018,SKU053,DC018_SKU053,4
2019/1/23,DC018,SKU055,DC018_SKU055,1
2019/1/23,DC018,SKU056,DC018_SKU056,4
2019/1/23,DC018,SKU057,DC018_SKU057,2
2019/1/23,DC018,SKU059,DC018_SKU059,1
2019/1/23,DC018,SKU017,DC018_SKU017,2
2019/1/23,DC018,SKU019,DC018_SKU019,2
2019/1/23,DC018,SKU023,DC018_SKU023,1
2019/1/23,DC018,SKU024,DC018_SKU024,5
2019/1/23,DC018,SKU025,DC018_SKU025,3
2019/1/23,DC018,SKU026,DC018_SKU026,5
2019/1/23,DC018,SKU027,DC018_SKU027,1
2019/1/23,DC018,SKU030,DC018_SKU030,3
2019/1/23,DC018,SKU032,DC018_SKU032,1
2019/1/23,DC018,SKU033,DC018_SKU033,3
2019/1/23,DC018,SKU034,DC018_SKU034,2
2019/1/23,DC018,SKU038,DC018_SKU038,1
2019/1/23,DC018,SKU039,DC018_SKU039,3
2019/1/23,DC018,SKU040,DC018_SKU040,4
2019/1/23,DC018,SKU041,DC018_SKU041,1
2019/1/23,DC018,SKU042,DC018_SKU042,3
2019/1/23,DC007,SKU048,DC007_SKU048,3
2019/1/23,DC015,SKU036,DC015_SKU036,3
2019/1/23,DC002,SKU014,DC002_SKU014,5
2019/1/23,DC006,SKU014,DC006_SKU014,1
2019/1/23,DC015,SKU014,DC015_SKU014,2
2019/1/23,DC001,SKU012,DC001_SKU012,6
2019/1/23,DC001,SKU014,DC001_SKU014,1
2019/1/23,DC001,SKU020,DC001_SKU020,3
2019/1/23,DC001,SKU021,DC001_SKU021,1
2019/1/23,DC001,SKU028,DC001_SKU028,1
2019/1/23,DC001,SKU035,DC001_SKU035,5
2019/1/23,DC001,SKU044,DC001_SKU044,5
2019/1/23,DC001,SKU061,DC001_SKU061,4
2019/1/23,DC002,SKU018,DC002_SKU018,1
2019/1/23,DC002,SKU037,DC002_SKU037,3
2019/1/23,DC002,SKU012,DC002_SKU012,2
2019/1/23,DC002,SKU020,DC002_SKU020,4
2019/1/23,DC002,SKU021,DC002_SKU021,4
2019/1/23,DC002,SKU028,DC002_SKU028,4
2019/1/23,DC002,SKU035,DC002_SKU035,6
2019/1/23,DC002,SKU044,DC002_SKU044,2
2019/1/23,DC002,SKU051,DC002_SKU051,4
2019/1/23,DC002,SKU059,DC002_SKU059,2
2019/1/23,DC002,SKU061,DC002_SKU061,4
2019/1/23,DC003,SKU007,DC003_SKU007,1
2019/1/23,DC003,SKU012,DC003_SKU012,3
2019/1/23,DC003,SKU014,DC003_SKU014,1
2019/1/23,DC003,SKU020,DC003_SKU020,4
2019/1/23,DC003,SKU021,DC003_SKU021,1
2019/1/23,DC003,SKU028,DC003_SKU028,3
2019/1/23,DC003,SKU035,DC003_SKU035,3
2019/1/23,DC003,SKU044,DC003_SKU044,4
2019/1/23,DC003,SKU061,DC003_SKU061,1
2019/1/23,DC003,SKU040,DC003_SKU040,6
2019/1/23,DC004,SKU012,DC004_SKU012,1
2019/1/23,DC004,SKU020,DC004_SKU020,1
2019/1/23,DC004,SKU021,DC004_SKU021,1
2019/1/23,DC004,SKU035,DC004_SKU035,2
2019/1/23,DC004,SKU044,DC004_SKU044,2
2019/1/23,DC004,SKU061,DC004_SKU061,1
2019/1/23,DC005,SKU012,DC005_SKU012,3
2019/1/23,DC005,SKU014,DC005_SKU014,4
2019/1/23,DC005,SKU020,DC005_SKU020,5
2019/1/23,DC005,SKU021,DC005_SKU021,4
2019/1/23,DC005,SKU035,DC005_SKU035,2
2019/1/23,DC005,SKU044,DC005_SKU044,5
2019/1/23,DC005,SKU061,DC005_SKU061,4
2019/1/23,DC006,SKU012,DC006_SKU012,2
2019/1/23,DC006,SKU020,DC006_SKU020,5
2019/1/23,DC006,SKU021,DC006_SKU021,4
2019/1/23,DC006,SKU028,DC006_SKU028,3
2019/1/23,DC006,SKU035,DC006_SKU035,2
2019/1/23,DC006,SKU044,DC006_SKU044,1
2019/1/23,DC006,SKU061,DC006_SKU061,2
2019/1/23,DC007,SKU007,DC007_SKU007,6
2019/1/23,DC007,SKU012,DC007_SKU012,5
2019/1/23,DC007,SKU020,DC007_SKU020,1
2019/1/23,DC007,SKU021,DC007_SKU021,1
2019/1/23,DC007,SKU035,DC007_SKU035,1
2019/1/23,DC007,SKU044,DC007_SKU044,3
2019/1/23,DC007,SKU061,DC007_SKU061,3
2019/1/23,DC008,SKU009,DC008_SKU009,2
2019/1/23,DC008,SKU012,DC008_SKU012,2
2019/1/23,DC008,SKU020,DC008_SKU020,6
2019/1/23,DC008,SKU021,DC008_SKU021,1
2019/1/23,DC008,SKU044,DC008_SKU044,1
2019/1/23,DC008,SKU048,DC008_SKU048,1
2019/1/23,DC008,SKU061,DC008_SKU061,4
2019/1/23,DC008,SKU027,DC008_SKU027,8
2019/1/23,DC008,SKU033,DC008_SKU033,1
2019/1/23,DC008,SKU040,DC008_SKU040,1
2019/1/23,DC009,SKU012,DC009_SKU012,4
2019/1/23,DC009,SKU020,DC009_SKU020,6
2019/1/23,DC009,SKU021,DC009_SKU021,3
2019/1/23,DC009,SKU035,DC009_SKU035,2
2019/1/23,DC009,SKU044,DC009_SKU044,2
2019/1/23,DC009,SKU048,DC009_SKU048,1
2019/1/23,DC009,SKU054,DC009_SKU054,2
2019/1/23,DC009,SKU061,DC009_SKU061,4
2019/1/23,DC009,SKU017,DC009_SKU017,7
2019/1/23,DC010,SKU018,DC010_SKU018,4
2019/1/23,DC010,SKU037,DC010_SKU037,2
2019/1/23,DC010,SKU012,DC010_SKU012,1
2019/1/23,DC010,SKU014,DC010_SKU014,1
2019/1/23,DC010,SKU020,DC010_SKU020,4
2019/1/23,DC010,SKU021,DC010_SKU021,2
2019/1/23,DC010,SKU035,DC010_SKU035,2
2019/1/23,DC010,SKU044,DC010_SKU044,2
2019/1/23,DC010,SKU051,DC010_SKU051,1
2019/1/23,DC010,SKU061,DC010_SKU061,1
2019/1/23,DC010,SKU038,DC010_SKU038,4
2019/1/23,DC010,SKU043,DC010_SKU043,4
2019/1/23,DC011,SKU018,DC011_SKU018,4
2019/1/23,DC011,SKU037,DC011_SKU037,1
2019/1/23,DC011,SKU012,DC011_SKU012,3
2019/1/23,DC011,SKU020,DC011_SKU020,4
2019/1/23,DC011,SKU021,DC011_SKU021,4
2019/1/23,DC011,SKU044,DC011_SKU044,3
2019/1/23,DC011,SKU048,DC011_SKU048,1
2019/1/23,DC011,SKU061,DC011_SKU061,5
2019/1/23,DC012,SKU012,DC012_SKU012,4
2019/1/23,DC012,SKU014,DC012_SKU014,3
2019/1/23,DC012,SKU020,DC012_SKU020,4
2019/1/23,DC012,SKU021,DC012_SKU021,2
2019/1/23,DC012,SKU035,DC012_SKU035,2
2019/1/23,DC012,SKU044,DC012_SKU044,2
2019/1/23,DC012,SKU061,DC012_SKU061,2
2019/1/23,DC013,SKU016,DC013_SKU016,2
2019/1/23,DC013,SKU012,DC013_SKU012,3
2019/1/23,DC013,SKU020,DC013_SKU020,7
2019/1/23,DC013,SKU021,DC013_SKU021,2
2019/1/23,DC013,SKU044,DC013_SKU044,2
2019/1/23,DC013,SKU049,DC013_SKU049,3
2019/1/23,DC013,SKU054,DC013_SKU054,1
2019/1/23,DC013,SKU055,DC013_SKU055,5
2019/1/23,DC013,SKU061,DC013_SKU061,6
2019/1/23,DC014,SKU071,DC014_SKU071,3
2019/1/23,DC014,SKU012,DC014_SKU012,6
2019/1/23,DC014,SKU020,DC014_SKU020,2
2019/1/23,DC014,SKU021,DC014_SKU021,5
2019/1/23,DC014,SKU044,DC014_SKU044,2
2019/1/23,DC014,SKU048,DC014_SKU048,4
2019/1/23,DC014,SKU061,DC014_SKU061,4
2019/1/23,DC015,SKU016,DC015_SKU016,6
2019/1/23,DC015,SKU012,DC015_SKU012,6
2019/1/23,DC015,SKU020,DC015_SKU020,5
2019/1/23,DC015,SKU021,DC015_SKU021,4
2019/1/23,DC015,SKU028,DC015_SKU028,1
2019/1/23,DC015,SKU035,DC015_SKU035,8
2019/1/23,DC015,SKU044,DC015_SKU044,6
2019/1/23,DC015,SKU049,DC015_SKU049,2
2019/1/23,DC015,SKU054,DC015_SKU054,5
2019/1/23,DC015,SKU061,DC015_SKU061,4
2019/1/23,DC016,SKU012,DC016_SKU012,4
2019/1/23,DC016,SKU020,DC016_SKU020,1
2019/1/23,DC016,SKU021,DC016_SKU021,4
2019/1/23,DC016,SKU035,DC016_SKU035,2
2019/1/23,DC016,SKU044,DC016_SKU044,3
2019/1/23,DC016,SKU061,DC016_SKU061,3
2019/1/23,DC017,SKU009,DC017_SKU009,6
2019/1/23,DC017,SKU012,DC017_SKU012,5
2019/1/23,DC017,SKU020,DC017_SKU020,4
2019/1/23,DC017,SKU021,DC017_SKU021,2
2019/1/23,DC017,SKU035,DC017_SKU035,1
2019/1/23,DC017,SKU044,DC017_SKU044,6
2019/1/23,DC017,SKU061,DC017_SKU061,3
2019/1/23,DC018,SKU036,DC018_SKU036,1
2019/1/23,DC018,SKU012,DC018_SKU012,3
2019/1/23,DC018,SKU020,DC018_SKU020,3
2019/1/23,DC018,SKU021,DC018_SKU021,4
2019/1/23,DC018,SKU035,DC018_SKU035,4
2019/1/23,DC018,SKU044,DC018_SKU044,2
2019/1/23,DC018,SKU061,DC018_SKU061,2
2019/1/23,DC001,SKU066,DC001_SKU066,2
2019/1/23,DC002,SKU066,DC002_SKU066,4
2019/1/23,DC003,SKU066,DC003_SKU066,2
2019/1/23,DC005,SKU066,DC005_SKU066,4
2019/1/23,DC006,SKU066,DC006_SKU066,5
2019/1/23,DC007,SKU066,DC007_SKU066,4
2019/1/23,DC008,SKU066,DC008_SKU066,2
2019/1/23,DC010,SKU066,DC010_SKU066,1
2019/1/23,DC014,SKU066,DC014_SKU066,4
2019/1/23,DC017,SKU066,DC017_SKU066,2
2019/1/23,DC012,SKU066,DC012_SKU066,1
2019/1/23,DC015,SKU066,DC015_SKU066,2
2019/1/23,DC001,SKU067,DC001_SKU067,7
2019/1/23,DC002,SKU067,DC002_SKU067,4
2019/1/23,DC003,SKU067,DC003_SKU067,3
2019/1/23,DC005,SKU067,DC005_SKU067,3
2019/1/23,DC010,SKU067,DC010_SKU067,4
2019/1/23,DC013,SKU067,DC013_SKU067,5
2019/1/23,DC017,SKU067,DC017_SKU067,4
2019/1/23,DC004,SKU067,DC004_SKU067,3
2019/1/23,DC006,SKU067,DC006_SKU067,4
2019/1/23,DC007,SKU067,DC007_SKU067,2
2019/1/23,DC008,SKU067,DC008_SKU067,2
2019/1/23,DC009,SKU067,DC009_SKU067,5
2019/1/23,DC011,SKU067,DC011_SKU067,4
2019/1/23,DC013,SKU014,DC013_SKU014,5
2019/1/23,DC015,SKU067,DC015_SKU067,1
2019/1/23,DC018,SKU067,DC018_SKU067,1
2019/1/23,DC007,SKU014,DC007_SKU014,1
2019/1/23,DC011,SKU057,DC011_SKU057,2
2019/1/23,DC014,SKU067,DC014_SKU067,3
2019/1/23,DC016,SKU014,DC016_SKU014,2
2019/1/23,DC016,SKU067,DC016_SKU067,3
2019/1/23,DC004,SKU066,DC004_SKU066,2
2019/1/23,DC008,SKU014,DC008_SKU014,2
2019/1/23,DC012,SKU067,DC012_SKU067,3
2019/1/23,DC016,SKU066,DC016_SKU066,4
2019/1/23,DC001,SKU010,DC001_SKU010,5
2019/1/23,DC002,SKU010,DC002_SKU010,3
2019/1/23,DC004,SKU010,DC004_SKU010,1
2019/1/23,DC005,SKU010,DC005_SKU010,2
2019/1/23,DC007,SKU010,DC007_SKU010,4
2019/1/23,DC008,SKU010,DC008_SKU010,3
2019/1/23,DC009,SKU010,DC009_SKU010,5
2019/1/23,DC010,SKU010,DC010_SKU010,5
2019/1/23,DC011,SKU066,DC011_SKU066,6
2019/1/23,DC011,SKU010,DC011_SKU010,9
2019/1/23,DC012,SKU010,DC012_SKU010,7
2019/1/23,DC013,SKU010,DC013_SKU010,2
2019/1/23,DC016,SKU010,DC016_SKU010,1
2019/1/23,DC003,SKU010,DC003_SKU010,2
2019/1/23,DC006,SKU010,DC006_SKU010,6
2019/1/23,DC014,SKU010,DC014_SKU010,2
2019/1/23,DC015,SKU010,DC015_SKU010,3
2019/1/23,DC017,SKU010,DC017_SKU010,4
2019/1/23,DC011,SKU064,DC011_SKU064,3
2019/1/23,DC013,SKU066,DC013_SKU066,1
2019/1/23,DC006,SKU064,DC006_SKU064,2
2019/1/23,DC010,SKU064,DC010_SKU064,5
2019/1/23,DC016,SKU064,DC016_SKU064,3
2019/1/23,DC018,SKU064,DC018_SKU064,1
2019/1/23,DC001,SKU064,DC001_SKU064,3
2019/1/23,DC013,SKU064,DC013_SKU064,1
2019/1/23,DC002,SKU064,DC002_SKU064,2
2019/1/23,DC004,SKU064,DC004_SKU064,2
2019/1/23,DC007,SKU064,DC007_SKU064,2
2019/1/23,DC008,SKU064,DC008_SKU064,5
2019/1/23,DC012,SKU064,DC012_SKU064,3
2019/1/23,DC015,SKU064,DC015_SKU064,2
2019/1/23,DC018,SKU010,DC018_SKU010,1
2019/1/23,DC018,SKU014,DC018_SKU014,5
2019/1/23,DC017,SKU064,DC017_SKU064,4
2019/1/23,DC005,SKU064,DC005_SKU064,1
2019/1/23,DC012,SKU065,DC012_SKU065,4
2019/1/23,DC016,SKU031,DC016_SKU031,2
2019/1/23,DC018,SKU031,DC018_SKU031,3
2019/1/23,DC009,SKU049,DC009_SKU049,2
2019/1/23,DC015,SKU065,DC015_SKU065,2
2019/1/23,DC018,SKU065,DC018_SKU065,6
2019/1/23,DC016,SKU004,DC016_SKU004,3
2019/1/23,DC003,SKU004,DC003_SKU004,3
2019/1/23,DC005,SKU003,DC005_SKU003,2
2019/1/23,DC006,SKU003,DC006_SKU003,2
2019/1/23,DC007,SKU004,DC007_SKU004,1
2019/1/23,DC015,SKU003,DC015_SKU003,1
2019/1/23,DC002,SKU004,DC002_SKU004,5
2019/1/23,DC005,SKU004,DC005_SKU004,3
2019/1/23,DC018,SKU004,DC018_SKU004,1
2019/1/23,DC017,SKU003,DC017_SKU003,3
2019/1/23,DC004,SKU003,DC004_SKU003,2
2019/1/23,DC018,SKU003,DC018_SKU003,4
2019/1/23,DC010,SKU031,DC010_SKU031,5
2019/1/23,DC013,SKU031,DC013_SKU031,3
2019/1/23,DC010,SKU004,DC010_SKU004,1
2019/1/23,DC012,SKU004,DC012_SKU004,3
2019/1/23,DC008,SKU004,DC008_SKU004,2
2019/1/23,DC007,SKU031,DC007_SKU031,4
2019/1/23,DC017,SKU014,DC017_SKU014,1
2019/1/23,DC011,SKU031,DC011_SKU031,1
2019/1/23,DC014,SKU038,DC014_SKU038,4
2019/1/23,DC009,SKU064,DC009_SKU064,3
2019/1/23,DC014,SKU064,DC014_SKU064,1
2019/1/23,DC001,SKU072,DC001_SKU072,2
2019/1/23,DC002,SKU072,DC002_SKU072,4
2019/1/23,DC003,SKU072,DC003_SKU072,1
2019/1/23,DC004,SKU072,DC004_SKU072,5
2019/1/23,DC005,SKU072,DC005_SKU072,4
2019/1/23,DC006,SKU072,DC006_SKU072,1
2019/1/23,DC007,SKU072,DC007_SKU072,2
2019/1/23,DC008,SKU072,DC008_SKU072,2
2019/1/23,DC010,SKU072,DC010_SKU072,2
2019/1/23,DC011,SKU072,DC011_SKU072,4
2019/1/23,DC014,SKU072,DC014_SKU072,6
